image,question,raw_response,prediction,ground_truth,correct
COCO_train2014_000000092674.jpg,"Is the zebra facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000092674.jpg,"Is the zebra facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000454566.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000454566.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000454566.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000454566.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000226071.jpg,"From the perspective of the camera, which orientation is the horse in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_train2014_000000226071.jpg,"From the perspective of the camera, Answer what orientation the horse in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_train2014_000000226071.jpg,"Is the horse facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000226071.jpg,"Is the horse facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000342591.jpg,"From the perspective of the camera, which orientation is the bus in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_train2014_000000342591.jpg,"From the perspective of the camera, Answer what orientation the bus in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000342591.jpg,"Is the bus facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000342591.jpg,"Is the bus facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000275115.jpg,"From the perspective of the camera, which orientation is the zebra in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,BACK LEFT,False
COCO_train2014_000000275115.jpg,"From the perspective of the camera, Answer what orientation the zebra in the picture is facing.",FRONT,FRONT,TOWARD LEFT WHILE FACING AWAY THE CAMERA,False
COCO_train2014_000000275115.jpg,"Is the zebra facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000275115.jpg,"Is the zebra facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000017591.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,LEFT,False
COCO_train2014_000000017591.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000017591.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000017591.jpg,"Is the person facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000376206.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_val2014_000000376206.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_val2014_000000376206.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_val2014_000000376206.jpg,"Is the person facing 'back left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000263196.jpg,"From the perspective of the camera, which orientation is the horse in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000263196.jpg,"From the perspective of the camera, Answer what orientation the horse in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000263196.jpg,"Is the horse facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000263196.jpg,"Is the horse facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000369529.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000369529.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000369529.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000369529.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_val2014_000000551494.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_val2014_000000551494.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_val2014_000000551494.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000551494.jpg,"Is the person facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000441663.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000441663.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000441663.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000441663.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000512827.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C,C,RIGHT,False
COCO_train2014_000000512827.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000512827.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000512827.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000122796.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,RIGHT,False
COCO_train2014_000000122796.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000122796.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000122796.jpg,"Is the person facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000399910.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,LEFT,False
COCO_train2014_000000399910.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING LEFT,False
COCO_train2014_000000399910.jpg,"Is the person facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO,NO,YES,False
COCO_train2014_000000399910.jpg,"Is the person facing 'front left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,NO,True
COCO_train2014_000000364249.jpg,"From the perspective of the camera, which orientation is the zebra in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,RIGHT,True
COCO_train2014_000000364249.jpg,"From the perspective of the camera, Answer what orientation the zebra in the picture is facing.",FRONT,FRONT,FACING RIGHT,False
COCO_train2014_000000364249.jpg,"Is the zebra facing 'right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",NO.,NO,YES,False
COCO_train2014_000000364249.jpg,"Is the zebra facing 'back right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000262724.jpg,"From the perspective of the camera, which orientation is the elephant in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",C.RIGHT,RIGHT,FRONT RIGHT,False
COCO_train2014_000000262724.jpg,"From the perspective of the camera, Answer what orientation the elephant in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000262724.jpg,"Is the elephant facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000262724.jpg,"Is the elephant facing 'back' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000396556.jpg,"From the perspective of the camera, which orientation is the dog in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000396556.jpg,"From the perspective of the camera, Answer what orientation the dog in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000396556.jpg,"Is the dog facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000396556.jpg,"Is the dog facing 'left' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_train2014_000000326014.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT RIGHT,False
COCO_train2014_000000326014.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING RIGHT WHILE FACING THE CAMERA,False
COCO_train2014_000000326014.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_train2014_000000326014.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
COCO_val2014_000000485742.jpg,"From the perspective of the camera, which orientation is the person in the photo facing? A.front B.front right C.right D.back right E.back F.back left G.left H.front left
 Answer with the option's letter and word from the given choices directly.",A,A,FRONT,False
COCO_val2014_000000485742.jpg,"From the perspective of the camera, Answer what orientation the person in the picture is facing.",FRONT,FRONT,FACING THE CAMERA,False
COCO_val2014_000000485742.jpg,"Is the person facing 'front' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,YES,True
COCO_val2014_000000485742.jpg,"Is the person facing 'front right' from the camera's perspective? 
Answer with 'yes' or 'no' only.",YES.,YES,NO,False
